customer_id,customer_name,region,signup_date
160,Customer_0160,North,2017-05-09
161,Customer_0161,East,2020-09-15
162,Customer_0162,South,2017-10-18
163,Customer_0163,North,2022-10-07
164,Customer_0164,North,2019-09-02
165,Customer_0165,North,2020-02-15
166,Customer_0166,East,2022-06-12
167,Customer_0167,South,2019-05-28
168,Customer_0168,North,2023-01-18
169,Customer_0169,West,2018-06-26
170,Customer_0170,North,2023-05-28
171,Customer_0171,North,2023-06-19
172,Customer_0172,East,2022-04-21
173,Customer_0173,East,2019-09-23
174,Customer_0174,South,2022-04-22
175,Customer_0175,West,2021-07-26
176,Customer_0176,East,2019-02-19
177,Customer_0177,North,2018-01-22
178,Customer_0178,South,2018-02-02
179,Customer_0179,North,2021-11-01
180,Customer_0180,North,2020-12-22
181,Customer_0181,East,2021-10-01
182,Customer_0182,South,2021-08-11
183,Customer_0183,West,2022-03-28
184,Customer_0184,West,2017-08-10
185,Customer_0185,East,2018-02-08
186,Customer_0186,East,2017-09-06
187,Customer_0187,South,2021-07-08
188,Customer_0188,West,2020-10-21
189,Customer_0189,West,2018-03-24
190,Customer_0190,West,2019-10-16
191,Customer_0191,North,2019-02-24
192,Customer_0192,West,2019-02-19
193,Customer_0193,North,2023-01-06
194,Customer_0194,South,2022-01-12
195,Customer_0195,North,2018-07-29
196,Customer_0196,South,2021-09-25
197,Customer_0197,West,2019-01-22
198,Customer_0198,West,2020-02-15
199,Customer_0199,South,2022-03-10
200,Customer_0200,East,2019-10-21
201,Customer_0201,South,2017-11-05
202,Customer_0202,East,2021-12-21
203,Customer_0203,North,2023-03-05
204,Customer_0204,North,2018-02-06
205,Customer_0205,North,2017-07-27
206,Customer_0206,West,2023-01-24
207,Customer_0207,North,2017-03-02
208,Customer_0208,East,2018-01-18
209,Customer_0209,North,2019-08-27
210,Customer_0210,South,2018-11-13
211,Customer_0211,South,2021-07-23
212,Customer_0212,West,2022-06-13
213,Customer_0213,South,2022-05-26
214,Customer_0214,East,2019-05-26
215,Customer_0215,North,2021-07-01
216,Customer_0216,West,2017-08-29
217,Customer_0217,North,2018-11-06
218,Customer_0218,North,2021-04-02
219,Customer_0219,East,2017-01-09
220,Customer_0220,South,2021-05-19
221,Customer_0221,South,2019-12-23
222,Customer_0222,North,2022-02-07
223,Customer_0223,West,2020-03-14
224,Customer_0224,South,2021-09-29
225,Customer_0225,West,2023-03-27
226,Customer_0226,South,2022-06-17
227,Customer_0227,West,2018-09-27
228,Customer_0228,East,2019-02-17
229,Customer_0229,West,2020-04-30
230,Customer_0230,East,2019-06-11
231,Customer_0231,East,2017-08-28
232,Customer_0232,West,2023-07-01
233,Customer_0233,East,2023-01-30
234,Customer_0234,North,2017-09-07
235,Customer_0235,East,2020-07-08
236,Customer_0236,South,2017-08-23
237,Customer_0237,West,2017-07-25
238,Customer_0238,North,2023-07-21
239,Customer_0239,West,2022-05-07
240,Customer_0240,South,2022-08-22
241,Customer_0241,South,2022-12-16
242,Customer_0242,South,2018-10-07
243,Customer_0243,East,2017-08-21
244,Customer_0244,East,2022-09-12
245,Customer_0245,West,2017-11-25
246,Customer_0246,West,2019-02-01
247,Customer_0247,North,2017-10-08
248,Customer_0248,North,2023-09-04
249,Customer_0249,West,2017-10-06
250,Customer_0250,East,2019-08-22
251,Customer_0251,South,2021-07-12
252,Customer_0252,West,2018-05-07
253,Customer_0253,North,2023-05-23
254,Customer_0254,East,2019-10-06
255,Customer_0255,West,2023-06-30
256,Customer_0256,West,2023-09-02
257,Customer_0257,East,2017-06-12
258,Customer_0258,West,2017-12-02
259,Customer_0259,East,2021-09-14
260,Customer_0260,South,2023-07-19
261,Customer_0261,East,2023-05-05
262,Customer_0262,East,2022-11-12
263,Customer_0263,East,2020-07-19
264,Customer_0264,West,2019-12-05
265,Customer_0265,West,2019-04-17
266,Customer_0266,East,2020-07-10
267,Customer_0267,West,2019-09-05
268,Customer_0268,North,2019-12-24
269,Customer_0269,North,2021-06-10
270,Customer_0270,West,2018-06-21
271,Customer_0271,West,2020-05-13
272,Customer_0272,East,2022-02-16
273,Customer_0273,South,2020-07-19
274,Customer_0274,West,2017-10-25
275,Customer_0275,North,2017-02-08
276,Customer_0276,East,2022-02-21
277,Customer_0277,West,2023-04-26
278,Customer_0278,North,2018-02-14
279,Customer_0279,North,2017-10-28
280,Customer_0280,South,2023-01-12
281,Customer_0281,East,2019-05-24
282,Customer_0282,East,2022-09-04
283,Customer_0283,South,2019-12-23
284,Customer_0284,South,2018-06-27
285,Customer_0285,East,2020-11-30
286,Customer_0286,East,2017-10-09
287,Customer_0287,West,2019-09-28
288,Customer_0288,West,2021-02-22
289,Customer_0289,South,2020-03-13
290,Customer_0290,West,2018-10-09
291,Customer_0291,North,2021-11-30
292,Customer_0292,West,2023-02-04
293,Customer_0293,West,2020-05-24
294,Customer_0294,North,2022-12-07
295,Customer_0295,South,2017-02-02
296,Customer_0296,North,2023-03-22
297,Customer_0297,West,2020-05-11
298,Customer_0298,South,2018-03-01
299,Customer_0299,West,2018-07-05
300,Customer_0300,North,2019-12-20
301,Customer_0301,North,2018-04-18
302,Customer_0302,West,2018-03-15
303,Customer_0303,East,2023-03-17
304,Customer_0304,East,2018-09-29
305,Customer_0305,North,2020-01-21
306,Customer_0306,North,2020-02-29
307,Customer_0307,East,2023-10-14
308,Customer_0308,East,2019-05-13
309,Customer_0309,West,2020-11-05
310,Customer_0310,West,2019-04-14
311,Customer_0311,East,2019-12-18
312,Customer_0312,West,2022-09-02
313,Customer_0313,West,2022-06-25
314,Customer_0314,South,2019-10-26
315,Customer_0315,West,2017-07-28
316,Customer_0316,North,2018-01-14
317,Customer_0317,West,2021-10-01
318,Customer_0318,West,2020-02-08
319,Customer_0319,East,2017-06-30
320,Customer_0320,North,2017-01-15
321,Customer_0321,West,2020-09-28
322,Customer_0322,West,2018-06-20
323,Customer_0323,South,2019-12-09
324,Customer_0324,West,2018-10-24
325,Customer_0325,West,2021-12-15
326,Customer_0326,South,2023-03-10
327,Customer_0327,East,2021-10-18
328,Customer_0328,West,2023-04-17
329,Customer_0329,South,2017-02-09
330,Customer_0330,North,2018-04-04
331,Customer_0331,East,2017-11-05
332,Customer_0332,North,2018-09-03
333,Customer_0333,North,2023-02-13
334,Customer_0334,South,2017-05-28
335,Customer_0335,West,2021-02-21
336,Customer_0336,South,2023-07-14
337,Customer_0337,South,2023-03-14
338,Customer_0338,South,2018-08-30
339,Customer_0339,South,2021-10-27
340,Customer_0340,East,2018-06-07
341,Customer_0341,West,2017-06-21
342,Customer_0342,North,2020-06-16
343,Customer_0343,North,2021-02-02
344,Customer_0344,West,2017-06-13
345,Customer_0345,North,2021-01-05
346,Customer_0346,West,2019-05-11
347,Customer_0347,North,2019-10-20
348,Customer_0348,South,2018-02-26
349,Customer_0349,North,2020-12-19
350,Customer_0350,West,2023-04-13
351,Customer_0351,West,2021-07-23
352,Customer_0352,West,2018-09-26
353,Customer_0353,West,2019-08-28
354,Customer_0354,West,2018-10-28
355,Customer_0355,East,2018-12-27
356,Customer_0356,East,2021-08-16
357,Customer_0357,North,2017-04-12
358,Customer_0358,West,2019-01-05
359,Customer_0359,North,2020-09-22
360,Customer_0360,West,2021-08-14
361,Customer_0361,West,2019-10-14
362,Customer_0362,East,2019-12-29
363,Customer_0363,East,2018-10-15
364,Customer_0364,South,2018-03-19
365,Customer_0365,East,2021-04-16
366,Customer_0366,South,2017-06-08
367,Customer_0367,South,2022-04-12
368,Customer_0368,South,2019-07-01
369,Customer_0369,South,2019-03-29
370,Customer_0370,South,2022-03-01
371,Customer_0371,North,2020-12-03
372,Customer_0372,East,2020-06-04
373,Customer_0373,South,2019-07-22
374,Customer_0374,West,2019-07-03
375,Customer_0375,East,2017-04-07
376,Customer_0376,East,2019-03-03
377,Customer_0377,South,2021-06-21
378,Customer_0378,North,2020-09-06
379,Customer_0379,South,2020-02-16
380,Customer_0380,North,2017-10-12
381,Customer_0381,West,2020-02-18
382,Customer_0382,East,2020-12-09
383,Customer_0383,West,2022-09-18
384,Customer_0384,North,2021-06-26
385,Customer_0385,North,2023-01-06
386,Customer_0386,West,2020-09-18
387,Customer_0387,North,2017-04-24
388,Customer_0388,West,2018-04-18
389,Customer_0389,East,2019-12-06
390,Customer_0390,West,2019-01-02
391,Customer_0391,East,2023-07-07
392,Customer_0392,West,2019-12-24
393,Customer_0393,North,2017-06-06
394,Customer_0394,West,2018-03-21
395,Customer_0395,North,2023-09-10
396,Customer_0396,West,2021-11-15
397,Customer_0397,West,2020-11-16
398,Customer_0398,South,2020-07-08
399,Customer_0399,North,2021-11-23
400,Customer_0400,South,2023-10-20
401,Customer_0401,North,2022-09-26
402,Customer_0402,South,2018-04-19
403,Customer_0403,East,2021-04-27
404,Customer_0404,West,2023-06-20
405,Customer_0405,North,2019-02-18
406,Customer_0406,North,2019-11-10
407,Customer_0407,West,2017-07-01
408,Customer_0408,North,2021-11-22
409,Customer_0409,North,2017-01-07
410,Customer_0410,South,2022-10-31
411,Customer_0411,North,2023-01-15
412,Customer_0412,East,2019-03-19
413,Customer_0413,East,2021-01-31
414,Customer_0414,West,2021-11-02
415,Customer_0415,North,2017-10-14
416,Customer_0416,West,2020-09-14
417,Customer_0417,East,2020-07-09
418,Customer_0418,North,2018-05-26
419,Customer_0419,North,2020-05-15
420,Customer_0420,West,2022-09-09
421,Customer_0421,East,2020-06-20
422,Customer_0422,North,2021-07-31
423,Customer_0423,West,2020-08-29
424,Customer_0424,East,2021-07-07
425,Customer_0425,West,2020-04-26
426,Customer_0426,South,2023-03-21
427,Customer_0427,North,2018-06-06
428,Customer_0428,South,2019-02-25
429,Customer_0429,East,2021-09-19
430,Customer_0430,South,2021-04-02
431,Customer_0431,South,2018-12-14
432,Customer_0432,East,2023-05-21
433,Customer_0433,West,2020-05-17
434,Customer_0434,South,2021-07-22
435,Customer_0435,West,2023-02-23
436,Customer_0436,South,2017-01-02
437,Customer_0437,West,2020-05-29
438,Customer_0438,East,2020-03-21
439,Customer_0439,South,2019-05-11
440,Customer_0440,East,2021-10-27
441,Customer_0441,South,2023-07-04
442,Customer_0442,East,2023-10-21
443,Customer_0443,East,2020-08-12
444,Customer_0444,South,2022-03-20
445,Customer_0445,South,2021-12-15
446,Customer_0446,South,2021-12-17
447,Customer_0447,North,2019-05-26
448,Customer_0448,West,2022-09-25
449,Customer_0449,North,2022-04-23
450,Customer_0450,North,2018-11-27
451,Customer_0451,East,2017-12-14
452,Customer_0452,South,2020-03-08
453,Customer_0453,West,2022-10-13
454,Customer_0454,East,2020-10-04
455,Customer_0455,North,2018-01-18
456,Customer_0456,South,2019-08-21
457,Customer_0457,East,2020-06-25
458,Customer_0458,South,2019-07-10
459,Customer_0459,East,2019-03-27
460,Customer_0460,South,2018-08-27
461,Customer_0461,North,2017-04-11
462,Customer_0462,West,2017-07-09
463,Customer_0463,North,2019-09-30
464,Customer_0464,West,2022-05-01
465,Customer_0465,South,2017-10-26
466,Customer_0466,East,2022-02-09
467,Customer_0467,North,2021-08-25
468,Customer_0468,West,2023-06-16
469,Customer_0469,North,2019-03-08
470,Customer_0470,West,2021-04-22
471,Customer_0471,North,2022-07-18
472,Customer_0472,West,2021-06-25
473,Customer_0473,West,2019-09-27
474,Customer_0474,South,2018-08-28
475,Customer_0475,West,2017-01-23
476,Customer_0476,South,2018-03-13
477,Customer_0477,West,2021-10-08
478,Customer_0478,East,2019-06-16
479,Customer_0479,East,2018-12-22
480,Customer_0480,East,2022-10-23
481,Customer_0481,West,2022-03-18
482,Customer_0482,South,2017-07-25
483,Customer_0483,South,2023-04-03
484,Customer_0484,West,2019-10-18
485,Customer_0485,East,2018-05-13
486,Customer_0486,East,2022-02-13
487,Customer_0487,South,2018-07-01
488,Customer_0488,East,2022-03-19
489,Customer_0489,North,2022-12-16
490,Customer_0490,South,2023-04-09
491,Customer_0491,East,2023-09-05
492,Customer_0492,South,2020-07-23
493,Customer_0493,North,2021-12-18
494,Customer_0494,South,2022-08-30
495,Customer_0495,South,2021-10-14
496,Customer_0496,South,2023-02-23
497,Customer_0497,South,2022-01-01
498,Customer_0498,North,2018-10-14
499,Customer_0499,West,2022-04-29
500,Customer_0500,South,2022-01-18
501,Customer_0501,South,2019-11-28
502,Customer_0502,East,2019-10-10
503,Customer_0503,South,2020-02-10
504,Customer_0504,East,2022-11-06
505,Customer_0505,West,2022-06-08
506,Customer_0506,North,2019-09-07
507,Customer_0507,North,2020-01-30
508,Customer_0508,West,2021-12-07
509,Customer_0509,North,2017-11-14
510,Customer_0510,West,2020-03-16
511,Customer_0511,West,2019-08-19
512,Customer_0512,West,2020-01-18
513,Customer_0513,North,2020-10-07
514,Customer_0514,East,2020-08-02
515,Customer_0515,West,2023-01-22
516,Customer_0516,South,2017-11-27
517,Customer_0517,North,2018-07-21
518,Customer_0518,West,2018-09-10
519,Customer_0519,West,2019-08-06
520,Customer_0520,South,2021-04-18
521,Customer_0521,East,2018-09-18
522,Customer_0522,East,2019-05-27
523,Customer_0523,East,2017-09-21
524,Customer_0524,West,2021-08-27
525,Customer_0525,West,2021-07-28
526,Customer_0526,West,2020-09-17
527,Customer_0527,North,2023-02-01
528,Customer_0528,South,2022-03-24
529,Customer_0529,West,2021-08-31
530,Customer_0530,South,2017-09-13
531,Customer_0531,South,2019-04-28
532,Customer_0532,East,2021-09-17
533,Customer_0533,North,2021-05-15
534,Customer_0534,West,2023-07-21
535,Customer_0535,East,2017-03-22
536,Customer_0536,East,2023-06-17
537,Customer_0537,West,2021-04-08
538,Customer_0538,South,2022-05-08
539,Customer_0539,East,2017-01-25
540,Customer_0540,South,2020-12-11
541,Customer_0541,North,2020-05-08
542,Customer_0542,South,2021-05-17
543,Customer_0543,North,2021-09-13
544,Customer_0544,South,2023-01-14
545,Customer_0545,East,2023-02-15
546,Customer_0546,East,2023-10-07
547,Customer_0547,North,2019-06-23
548,Customer_0548,West,2022-06-23
549,Customer_0549,North,2019-06-18
550,Customer_0550,North,2020-01-23
551,Customer_0551,South,2021-11-21
552,Customer_0552,South,2022-06-13
553,Customer_0553,North,2017-04-29
554,Customer_0554,East,2021-05-12
555,Customer_0555,South,2020-10-08
556,Customer_0556,West,2021-07-15
557,Customer_0557,South,2018-11-08
558,Customer_0558,South,2022-03-30
559,Customer_0559,West,2018-06-07
560,Customer_0560,North,2022-12-28
561,Customer_0561,West,2017-04-21
562,Customer_0562,North,2021-06-02
563,Customer_0563,North,2023-08-22
564,Customer_0564,North,2023-05-01
565,Customer_0565,West,2017-04-22
566,Customer_0566,North,2017-12-10
567,Customer_0567,East,2021-10-22
568,Customer_0568,West,2018-07-10
569,Customer_0569,East,2022-03-07
570,Customer_0570,North,2019-01-15
571,Customer_0571,South,2017-07-25
572,Customer_0572,North,2019-12-02
573,Customer_0573,East,2021-04-02
574,Customer_0574,East,2020-09-02
575,Customer_0575,West,2019-05-17
576,Customer_0576,South,2022-02-06
577,Customer_0577,West,2020-08-31
578,Customer_0578,East,2020-10-14
579,Customer_0579,North,2021-04-02
580,Customer_0580,South,2020-02-14
581,Customer_0581,North,2021-09-23
582,Customer_0582,North,2019-10-31
583,Customer_0583,South,2017-12-02
584,Customer_0584,West,2022-04-11
585,Customer_0585,North,2017-03-21
586,Customer_0586,East,2023-01-19
587,Customer_0587,North,2017-08-02
588,Customer_0588,South,2020-12-04
589,Customer_0589,South,2019-07-08
590,Customer_0590,South,2017-10-09
591,Customer_0591,West,2017-06-14
592,Customer_0592,North,2017-05-08
593,Customer_0593,West,2019-10-10
594,Customer_0594,West,2019-03-28
595,Customer_0595,South,2017-03-25
596,Customer_0596,South,2018-09-17
597,Customer_0597,West,2019-09-05
598,Customer_0598,North,2018-06-02
599,Customer_0599,East,2022-04-24
600,Customer_0600,West,2018-04-14
601,Customer_0601,North,2023-04-30
602,Customer_0602,South,2019-06-12
603,Customer_0603,South,2022-03-20
604,Customer_0604,North,2019-11-16
605,Customer_0605,East,2021-02-19
606,Customer_0606,South,2018-11-19
607,Customer_0607,South,2023-10-18
608,Customer_0608,South,2023-10-24
609,Customer_0609,North,2018-04-15
610,Customer_0610,West,2018-11-02
611,Customer_0611,South,2020-06-28
612,Customer_0612,West,2018-03-19
613,Customer_0613,East,2023-06-29
614,Customer_0614,South,2017-04-16
615,Customer_0615,South,2020-07-01
616,Customer_0616,East,2023-06-17
617,Customer_0617,South,2021-03-18
618,Customer_0618,West,2021-06-13
619,Customer_0619,North,2019-03-24
620,Customer_0620,West,2017-11-08
621,Customer_0621,North,2023-08-23
622,Customer_0622,North,2019-09-22
623,Customer_0623,West,2018-02-22
624,Customer_0624,West,2020-05-20
625,Customer_0625,West,2023-09-26
626,Customer_0626,West,2018-05-11
627,Customer_0627,East,2023-05-08
628,Customer_0628,South,2017-06-18
629,Customer_0629,North,2020-11-23
630,Customer_0630,West,2022-12-23
631,Customer_0631,West,2021-10-21
632,Customer_0632,West,2021-02-26
633,Customer_0633,East,2017-10-10
634,Customer_0634,West,2022-09-04
635,Customer_0635,West,2020-10-29
636,Customer_0636,West,2017-02-21
637,Customer_0637,South,2021-09-17
638,Customer_0638,East,2022-07-01
639,Customer_0639,West,2018-03-09
640,Customer_0640,North,2021-11-11
641,Customer_0641,North,2021-01-23
642,Customer_0642,North,2022-02-27
643,Customer_0643,East,2018-09-19
644,Customer_0644,East,2021-11-19
645,Customer_0645,North,2018-12-23
646,Customer_0646,West,2022-11-08
647,Customer_0647,East,2020-01-12
648,Customer_0648,North,2023-01-14
649,Customer_0649,North,2022-06-04
650,Customer_0650,West,2022-03-20
651,Customer_0651,South,2021-11-20
652,Customer_0652,East,2023-08-24
653,Customer_0653,West,2020-01-05
654,Customer_0654,North,2020-08-13
655,Customer_0655,North,2019-10-03
656,Customer_0656,West,2017-12-21
657,Customer_0657,East,2020-02-17
658,Customer_0658,South,2022-01-21
659,Customer_0659,South,2019-09-26
660,Customer_0660,North,2022-03-19
661,Customer_0661,East,2023-05-24
662,Customer_0662,South,2023-11-05
663,Customer_0663,East,2021-04-02
664,Customer_0664,East,2020-10-09
665,Customer_0665,North,2017-04-28
666,Customer_0666,South,2022-07-18
667,Customer_0667,West,2020-08-24
668,Customer_0668,North,2019-01-15
669,Customer_0669,South,2022-06-21
670,Customer_0670,South,2019-05-19
671,Customer_0671,South,2020-12-24
672,Customer_0672,South,2019-11-25
673,Customer_0673,South,2020-10-26
674,Customer_0674,East,2020-02-20
675,Customer_0675,North,2023-09-08
676,Customer_0676,East,2020-02-06
677,Customer_0677,West,2023-03-27
678,Customer_0678,South,2017-02-11
679,Customer_0679,North,2022-10-18
680,Customer_0680,South,2019-02-22
681,Customer_0681,North,2017-12-17
682,Customer_0682,East,2019-09-16
683,Customer_0683,North,2021-07-23
684,Customer_0684,West,2022-06-25
685,Customer_0685,West,2023-03-25
686,Customer_0686,North,2019-09-12
687,Customer_0687,North,2022-05-05
688,Customer_0688,North,2022-07-04
689,Customer_0689,North,2022-01-10
690,Customer_0690,West,2017-03-12
691,Customer_0691,South,2018-01-17
692,Customer_0692,North,2020-04-20
693,Customer_0693,North,2019-06-27
694,Customer_0694,West,2021-07-15
695,Customer_0695,West,2019-09-24
696,Customer_0696,East,2020-06-08
697,Customer_0697,North,2023-07-11
698,Customer_0698,East,2021-02-20
699,Customer_0699,West,2022-04-23
700,Customer_0700,West,2023-03-18
701,Customer_0701,South,2022-12-15
702,Customer_0702,North,2020-11-09
703,Customer_0703,East,2021-10-09
704,Customer_0704,West,2023-03-05
705,Customer_0705,West,2020-09-16
706,Customer_0706,East,2020-12-12
707,Customer_0707,South,2022-02-02
708,Customer_0708,West,2020-01-15
709,Customer_0709,North,2020-06-09
710,Customer_0710,West,2019-10-27
711,Customer_0711,North,2019-08-03
712,Customer_0712,East,2018-05-10
713,Customer_0713,North,2019-02-28
714,Customer_0714,East,2020-07-16
715,Customer_0715,North,2018-05-05
716,Customer_0716,East,2023-01-04
717,Customer_0717,North,2019-01-29
718,Customer_0718,South,2019-02-24
719,Customer_0719,North,2019-06-06
720,Customer_0720,North,2022-06-07
721,Customer_0721,South,2020-02-07
722,Customer_0722,West,2023-08-12
723,Customer_0723,West,2022-11-19
724,Customer_0724,North,2023-09-11
725,Customer_0725,South,2020-03-05
726,Customer_0726,North,2018-02-16
727,Customer_0727,East,2019-03-07
728,Customer_0728,East,2020-04-28
729,Customer_0729,North,2019-07-21
730,Customer_0730,West,2021-01-18
731,Customer_0731,West,2019-01-05
732,Customer_0732,North,2020-05-23
733,Customer_0733,North,2017-02-27
734,Customer_0734,East,2022-12-28
735,Customer_0735,West,2018-06-03
736,Customer_0736,North,2020-01-29
737,Customer_0737,East,2017-07-06
738,Customer_0738,West,2017-08-12
739,Customer_0739,South,2023-03-17
740,Customer_0740,East,2020-04-11
741,Customer_0741,West,2018-06-02
742,Customer_0742,West,2022-07-04
743,Customer_0743,East,2018-02-25
744,Customer_0744,South,2017-02-20
745,Customer_0745,East,2023-06-10
746,Customer_0746,West,2020-03-10
747,Customer_0747,North,2022-04-07
748,Customer_0748,North,2022-05-15
749,Customer_0749,East,2021-12-10
750,Customer_0750,West,2020-10-27
751,Customer_0751,North,2019-01-26
752,Customer_0752,West,2017-07-30
753,Customer_0753,East,2019-11-01
754,Customer_0754,North,2022-05-11
755,Customer_0755,West,2018-04-13
756,Customer_0756,North,2017-09-25
757,Customer_0757,East,2021-06-30
758,Customer_0758,West,2022-07-08
759,Customer_0759,North,2017-10-31
760,Customer_0760,East,2023-06-22
761,Customer_0761,North,2017-08-08
762,Customer_0762,North,2018-09-14
763,Customer_0763,South,2018-09-04
764,Customer_0764,South,2023-04-25
765,Customer_0765,East,2020-05-29
766,Customer_0766,South,2017-12-15
767,Customer_0767,East,2019-10-14
768,Customer_0768,South,2018-05-01
769,Customer_0769,North,2023-04-05
770,Customer_0770,East,2021-09-01
771,Customer_0771,East,2023-10-20
772,Customer_0772,North,2023-09-08
773,Customer_0773,East,2019-07-14
774,Customer_0774,East,2022-11-11
775,Customer_0775,South,2021-04-08
