schedule_id,agent_id,shift_date,start_time,end_time
228,35.0,2022-10-04,09:00:00,18:00:00
229,39.0,2022-11-09,10:00:00,22:00:00
230,21.0,2022-08-08,10:00:00,16:00:00
231,37.0,2022-03-28,10:00:00,20:00:00
232,37.0,2022-02-11,06:00:00,15:00:00
233,9.0,2022-11-13,10:00:00,19:00:00
234,38.0,2022-11-29,07:00:00,18:00:00
235,21.0,2022-01-08,10:00:00,18:00:00
236,10.0,2022-08-15,08:00:00,18:00:00
237,9.0,2022-11-13,09:00:00,19:00:00
238,33.0,2022-07-22,07:00:00,17:00:00
239,4.0,2022-12-23,06:00:00,18:00:00
240,47.0,2022-01-07,09:00:00,20:00:00
241,50.0,2022-04-11,07:00:00,17:00:00
242,16.0,2022-11-04,09:00:00,16:00:00
243,7.0,2022-12-05,10:00:00,21:00:00
244,25.0,2022-06-08,06:00:00,16:00:00
245,22.0,2022-02-17,09:00:00,19:00:00
246,45.0,2022-12-09,08:00:00,21:00:00
247,51.0,2022-06-20,10:00:00,17:00:00
248,13.0,2022-11-15,09:00:00,20:00:00
249,39.0,2022-08-30,10:00:00,17:00:00
250,28.0,2022-10-27,06:00:00,15:00:00
251,34.0,2022-01-08,06:00:00,19:00:00
252,30.0,2022-01-02,07:00:00,17:00:00
253,11.0,2022-08-02,06:00:00,15:00:00
254,34.0,2022-09-16,10:00:00,19:00:00
255,43.0,2022-04-08,10:00:00,16:00:00
256,13.0,2022-12-22,08:00:00,22:00:00
257,16.0,2022-03-02,06:00:00,20:00:00
258,14.0,2022-10-15,10:00:00,18:00:00
259,7.0,2022-03-24,10:00:00,15:00:00
260,20.0,2022-05-20,07:00:00,17:00:00
261,16.0,2022-08-04,06:00:00,21:00:00
262,3.0,2022-02-13,06:00:00,22:00:00
263,10.0,2022-10-14,10:00:00,18:00:00
264,46.0,2022-09-30,07:00:00,16:00:00
265,9.0,2022-11-24,06:00:00,15:00:00
266,7.0,2022-07-05,06:00:00,15:00:00
267,27.0,2022-01-25,10:00:00,22:00:00
268,51.0,2022-09-21,08:00:00,22:00:00
269,44.0,2022-01-14,08:00:00,17:00:00
270,45.0,2022-01-18,10:00:00,22:00:00
271,44.0,2022-08-23,09:00:00,21:00:00
272,43.0,2022-05-04,06:00:00,15:00:00
273,4.0,2022-11-05,08:00:00,20:00:00
274,13.0,2022-02-09,10:00:00,19:00:00
275,9.0,2022-03-10,07:00:00,21:00:00
276,21.0,2022-05-03,07:00:00,22:00:00
277,6.0,2022-05-13,09:00:00,17:00:00
278,42.0,2022-12-14,08:00:00,15:00:00
279,31.0,2022-07-13,07:00:00,18:00:00
280,15.0,2022-03-07,09:00:00,20:00:00
281,3.0,2022-10-25,08:00:00,19:00:00
282,17.0,2022-09-21,07:00:00,16:00:00
283,32.0,2022-12-07,08:00:00,18:00:00
284,27.0,2022-01-05,06:00:00,21:00:00
285,6.0,2022-08-12,10:00:00,22:00:00
286,48.0,2022-12-31,09:00:00,18:00:00
287,48.0,2022-01-16,09:00:00,18:00:00
288,30.0,2022-03-25,07:00:00,20:00:00
289,31.0,2022-07-10,10:00:00,19:00:00
290,34.0,2022-05-04,09:00:00,18:00:00
291,39.0,2022-03-02,09:00:00,15:00:00
292,7.0,2022-04-19,10:00:00,16:00:00
293,1.0,2022-03-15,10:00:00,20:00:00
294,29.0,2022-10-12,10:00:00,17:00:00
295,12.0,2022-12-11,07:00:00,18:00:00
296,44.0,2022-06-22,10:00:00,21:00:00
297,9.0,2022-04-20,08:00:00,17:00:00
298,43.0,2022-03-09,07:00:00,19:00:00
299,49.0,2022-03-09,07:00:00,21:00:00
300,20.0,2022-02-08,06:00:00,16:00:00
301,17.0,2022-11-22,08:00:00,17:00:00
302,13.0,2022-01-03,08:00:00,21:00:00
303,25.0,2022-06-22,09:00:00,22:00:00
304,27.0,2022-01-07,09:00:00,16:00:00
305,41.0,2022-11-23,07:00:00,20:00:00
306,8.0,2022-09-06,08:00:00,18:00:00
307,20.0,2022-03-30,06:00:00,15:00:00
308,35.0,2022-06-09,07:00:00,18:00:00
309,45.0,2022-10-18,06:00:00,18:00:00
310,46.0,2022-02-21,09:00:00,21:00:00
311,17.0,2022-07-19,09:00:00,15:00:00
312,50.0,2022-03-18,09:00:00,22:00:00
313,19.0,2022-10-14,08:00:00,16:00:00
314,41.0,2022-11-17,06:00:00,22:00:00
315,28.0,2022-12-06,09:00:00,16:00:00
316,10.0,2022-05-24,09:00:00,21:00:00
317,42.0,2022-10-10,08:00:00,22:00:00
318,25.0,2022-08-06,08:00:00,21:00:00
319,37.0,2022-03-22,09:00:00,20:00:00
320,39.0,2022-12-13,06:00:00,17:00:00
321,36.0,2022-03-23,09:00:00,22:00:00
322,45.0,2022-06-02,09:00:00,19:00:00
323,46.0,2022-10-06,07:00:00,20:00:00
324,46.0,2022-05-29,08:00:00,22:00:00
325,25.0,2022-05-05,08:00:00,19:00:00
326,51.0,2022-08-20,10:00:00,17:00:00
327,3.0,2022-01-25,06:00:00,18:00:00
328,32.0,2022-12-06,09:00:00,18:00:00
329,24.0,2022-03-23,10:00:00,16:00:00
330,16.0,2022-09-06,07:00:00,19:00:00
331,12.0,2022-01-24,08:00:00,21:00:00
332,48.0,2022-07-07,07:00:00,20:00:00
333,11.0,2022-02-04,09:00:00,15:00:00
334,22.0,2022-09-01,07:00:00,21:00:00
335,10.0,2022-09-11,09:00:00,18:00:00
336,3.0,2022-01-25,07:00:00,15:00:00
337,13.0,2022-01-20,08:00:00,18:00:00
338,13.0,2022-01-25,09:00:00,22:00:00
339,37.0,2022-01-10,06:00:00,16:00:00
340,9.0,2022-02-15,08:00:00,18:00:00
341,12.0,2022-05-07,10:00:00,19:00:00
342,4.0,2022-10-19,10:00:00,20:00:00
343,24.0,2022-06-23,06:00:00,21:00:00
344,11.0,2022-09-06,06:00:00,16:00:00
345,4.0,2022-07-16,07:00:00,16:00:00
346,39.0,2022-10-01,08:00:00,19:00:00
347,18.0,2022-10-06,06:00:00,21:00:00
348,25.0,2022-08-19,09:00:00,19:00:00
349,46.0,2022-08-10,07:00:00,15:00:00
350,43.0,2022-12-31,09:00:00,20:00:00
351,5.0,2022-07-24,08:00:00,16:00:00
352,9.0,2022-07-25,08:00:00,19:00:00
353,31.0,2022-04-11,09:00:00,15:00:00
354,18.0,2022-03-26,06:00:00,19:00:00
355,8.0,2022-07-06,07:00:00,18:00:00
356,36.0,2022-08-19,09:00:00,22:00:00
357,51.0,2022-01-31,06:00:00,15:00:00
358,37.0,2022-09-29,08:00:00,19:00:00
359,23.0,2022-01-29,09:00:00,18:00:00
360,51.0,2022-06-24,09:00:00,21:00:00
361,16.0,2022-12-09,07:00:00,16:00:00
362,12.0,2022-04-10,08:00:00,19:00:00
363,42.0,2022-04-10,07:00:00,21:00:00
364,3.0,2022-07-21,07:00:00,15:00:00
365,14.0,2022-09-10,09:00:00,15:00:00
366,9.0,2022-11-23,06:00:00,22:00:00
367,3.0,2022-08-17,07:00:00,22:00:00
368,16.0,2022-07-22,09:00:00,15:00:00
369,16.0,2022-02-16,09:00:00,22:00:00
370,28.0,2022-01-09,09:00:00,15:00:00
371,18.0,2022-07-16,09:00:00,15:00:00
372,3.0,2022-06-22,08:00:00,18:00:00
373,48.0,2022-02-03,10:00:00,19:00:00
374,37.0,2022-04-07,08:00:00,19:00:00
375,40.0,2022-12-30,10:00:00,16:00:00
376,42.0,2022-11-30,09:00:00,16:00:00
377,24.0,2022-11-13,06:00:00,17:00:00
378,10.0,2022-10-14,09:00:00,17:00:00
379,27.0,2022-12-02,07:00:00,17:00:00
380,21.0,2022-06-22,08:00:00,22:00:00
381,20.0,2022-02-24,10:00:00,19:00:00
382,47.0,2022-06-26,06:00:00,15:00:00
383,28.0,2022-07-16,06:00:00,18:00:00
384,27.0,2022-04-30,08:00:00,15:00:00
385,38.0,2022-11-27,06:00:00,21:00:00
386,6.0,2022-08-02,10:00:00,18:00:00
387,8.0,2022-05-06,07:00:00,18:00:00
388,25.0,2022-04-13,08:00:00,20:00:00
389,10.0,2022-03-30,10:00:00,15:00:00
390,18.0,2022-12-07,07:00:00,18:00:00
391,12.0,2022-07-17,08:00:00,19:00:00
392,18.0,2022-07-11,10:00:00,16:00:00
393,26.0,2022-06-04,10:00:00,19:00:00
394,27.0,2022-02-19,08:00:00,17:00:00
395,41.0,2022-09-16,09:00:00,16:00:00
396,21.0,2022-11-10,06:00:00,20:00:00
397,27.0,2022-08-27,08:00:00,15:00:00
398,41.0,2022-09-07,10:00:00,19:00:00
399,37.0,2022-02-18,09:00:00,15:00:00
400,28.0,2022-01-09,10:00:00,16:00:00
401,,2022-06-01,09:00:00,17:00:00
402,1.0,06-01-2022,09:00,17:00
