call_id,agent_id,customer_id,start_time,duration_sec,wait_time_sec,status,call_type
99,17,2399,2022-08-03 02:54:00,431.0,0.0,Completed,Inquiry
100,5,1935,2022-05-22 15:53:00,180.0,12.0,Completed,Billing
101,9,821,2022-09-07 12:35:00,214.0,41.0,Completed,Billing
102,50,332,2022-12-22 01:05:00,962.0,38.0,Completed,Billing
103,49,691,2022-04-26 08:51:00,493.0,75.0,Completed,Sales
104,28,1956,10-07-2022 02:56:00,202.0,0.0,Dropped,Inquiry
105,13,74,2022-01-04 00:04:00,118.0,26.0,Completed,Sales
106,33,2412,2022-08-11 21:44:00,334.0,66.0,Completed,Inquiry
107,34,1384,2022-11-12 18:50:00,353.0,41.0,Completed,Billing
108,11,1653,2022-01-14 22:13:00,315.0,61.0,Completed,Billing
109,8,1502,2022-01-28 04:58:00,50.0,0.0,Completed,Support
110,43,443,2022-01-15 09:00:00,431.0,32.0,Completed,Billing
111,14,2848,2022-01-07 18:36:00,245.0,20.0,Completed,Billing
112,27,430,2022-03-27 17:33:00,56.0,33.0,Completed,Inquiry
113,13,1467,2022-10-26 09:00:00,407.0,0.0,Dropped,Complaint
114,16,12,2022-01-10 06:48:00,135.0,81.0,Completed,Support
115,50,2096,2022-02-24 15:33:00,159.0,57.0,Transferred,Complaint
116,17,1902,2022-02-06 11:12:00,91.0,76.0,Dropped,Complaint
117,28,475,2022-03-11 04:13:00,87.0,41.0,Completed,Complaint
118,23,1793,2022-07-15 09:02:00,463.0,1.0,Completed,Sales
119,18,1580,2022-12-15 05:56:00,122.0,54.0,Completed,Support
120,11,425,2022-10-30 22:36:00,174.0,82.0,Completed,Complaint
121,40,119,2022-04-06 03:22:00,99.0,41.0,Completed,Complaint
122,1,2886,2022-06-13 02:25:00,477.0,0.0,Completed,Support
123,28,2711,2022-07-01 00:11:00,339.0,6.0,Dropped,Inquiry
124,4,48,2022-04-25 06:30:00,1067.0,31.0,Completed,Complaint
125,16,1356,2022-07-22 13:08:00,510.0,88.0,Completed,Sales
126,29,2348,2022-11-23 07:05:00,443.0,101.0,Completed,Support
127,7,1653,2022-10-28 06:08:00,531.0,0.0,Transferred,Complaint
128,33,2304,2022-05-31 14:59:00,153.0,44.0,Dropped,Sales
129,22,2295,2022-12-11 12:36:00,819.0,6.0,Completed,Support
130,22,1455,2022-08-01 14:46:00,199.0,0.0,Completed,Sales
131,7,1042,2022-05-23 15:58:00,203.0,53.0,Dropped,Complaint
132,7,1698,2022-02-03 20:39:00,112.0,35.0,Completed,Inquiry
133,33,552,12-30-2022 05:39:00,68.0,38.0,Completed,Inquiry
134,50,726,2022-05-07 10:45:00,341.0,23.0,Dropped,Inquiry
135,25,1715,2022-06-30 18:17:00,131.0,42.0,Completed,Sales
136,39,2868,2022-08-06 15:53:00,592.0,40.0,Completed,Billing
137,13,859,2022-07-31 14:14:00,783.0,63.0,Transferred,Billing
138,33,2223,2022-08-23 18:01:00,215.0,0.0,Dropped,Sales
139,44,2187,2022-07-28 04:57:00,583.0,65.0,Completed,Support
140,43,232,2022-05-26 13:32:00,350.0,59.0,Completed,Support
141,45,1209,2022-05-29 13:10:00,88.0,43.0,Dropped,Inquiry
142,15,2651,2022-10-11 04:17:00,861.0,31.0,Completed,Sales
143,25,1707,2022-08-16 16:01:00,43.0,26.0,Dropped,Sales
144,15,2596,2022-09-25 18:44:00,418.0,26.0,Transferred,Complaint
145,29,727,2022-02-24 05:26:00,540.0,31.0,Completed,Inquiry
146,17,533,2022-04-28 04:26:00,581.0,0.0,Completed,Billing
147,21,2445,2022-02-07 00:45:00,425.0,122.0,Dropped,Inquiry
148,23,299,2022-08-20 10:59:00,243.0,73.0,Completed,Inquiry
149,35,1653,2022-03-08 22:51:00,135.0,102.0,Completed,Inquiry
150,34,1946,2022-01-07 09:51:00,649.0,54.0,Dropped,Billing
151,3,2796,2022-08-22 16:46:00,333.0,5.0,Completed,Support
152,34,1536,2022-11-21 10:40:00,215.0,49.0,Completed,Support
153,11,2204,2022-01-06 08:06:00,32.0,63.0,Completed,Support
154,14,2203,2022-11-13 22:19:00,1471.0,0.0,Completed,Complaint
155,3,359,2022-02-23 08:06:00,61.0,81.0,Completed,Complaint
156,27,1590,2022-11-25 11:59:00,98.0,13.0,Completed,Inquiry
157,5,2399,2022-02-03 03:27:00,272.0,58.0,Dropped,Complaint
158,39,355,2022-07-24 23:52:00,92.0,87.0,Completed,Inquiry
159,15,559,2022-10-12 17:05:00,161.0,41.0,Completed,Complaint
160,1,2268,2022-04-13 22:41:00,31.0,88.0,Dropped,Complaint
161,14,2974,2022-09-08 09:14:00,459.0,0.0,Completed,Inquiry
162,17,796,2022-03-25 11:10:00,78.0,0.0,Dropped,Inquiry
163,30,2641,2022-02-23 06:17:00,139.0,0.0,Completed,Complaint
164,23,526,2022-06-20 18:45:00,414.0,0.0,Completed,Inquiry
165,43,1253,2022-04-21 23:17:00,681.0,0.0,Completed,Billing
166,10,908,2022-11-14 13:49:00,189.0,88.0,Completed,Sales
167,23,1252,2022-12-21 14:26:00,386.0,76.0,Dropped,Billing
168,35,805,2022-07-11 16:21:00,59.0,7.0,Dropped,Support
169,38,2372,2022-10-23 00:14:00,296.0,118.0,Dropped,Inquiry
170,31,2679,2022-04-19 05:32:00,50.0,18.0,Completed,Sales
171,33,2091,2022-03-07 22:32:00,290.0,104.0,Dropped,Inquiry
172,44,680,2022-04-13 05:09:00,307.0,105.0,Transferred,Sales
173,23,166,2022-06-09 08:08:00,368.0,5.0,Completed,Inquiry
174,10,1480,2022-10-10 14:25:00,552.0,63.0,Completed,Inquiry
175,41,1121,2022-07-11 17:46:00,236.0,74.0,Completed,Support
176,34,1031,2022-10-02 00:49:00,398.0,4.0,Completed,Sales
177,39,28,2022-04-12 04:38:00,496.0,0.0,Completed,Billing
178,24,2466,2022-03-28 03:58:00,77.0,62.0,Completed,Sales
179,14,2420,2022-04-28 09:58:00,149.0,0.0,Completed,Billing
180,41,2100,2022-01-29 12:54:00,104.0,24.0,Completed,Sales
181,39,2309,2022-01-14 13:24:00,303.0,37.0,Completed,Inquiry
182,31,1973,2022-05-05 04:52:00,194.0,53.0,Completed,Inquiry
183,43,2093,2022-07-12 14:50:00,333.0,16.0,Completed,Sales
184,25,542,2022-03-21 01:24:00,188.0,40.0,Dropped,Inquiry
185,7,727,2022-12-13 12:25:00,579.0,77.0,Completed,Support
186,31,2701,2022-04-05 21:39:00,14750.0,0.0,Completed,Sales
187,34,1724,2022-09-27 16:48:00,91.0,0.0,Completed,Sales
188,23,2413,2022-03-13 03:43:00,37.0,0.0,Completed,Inquiry
189,35,1674,2022-07-07 17:28:00,37.0,8.0,Completed,Support
190,25,2682,2022-05-30 13:57:00,248.0,60.0,Completed,Complaint
191,17,2196,2022-11-05 10:16:00,136.0,71.0,Completed,Inquiry
192,10,2284,2022-12-18 07:44:00,583.0,22.0,Completed,Sales
193,48,566,2022-03-28 17:10:00,91.0,22.0,Completed,Sales
194,10,1387,2022-02-07 21:41:00,227.0,85.0,Completed,Inquiry
195,28,362,2022-02-16 15:53:00,72.0,38.0,Dropped,Sales
196,40,2688,2022-07-28 14:24:00,235.0,14.0,Completed,Sales
197,1,827,2022-07-28 06:19:00,202.0,66.0,Completed,Support
198,24,980,2022-01-01 05:01:00,81.0,61.0,Completed,Sales
199,38,821,2022-01-12 04:32:00,312.0,45.0,Dropped,Inquiry
200,23,1424,2022-07-21 08:19:00,350.0,7.0,Completed,Billing
201,27,2074,2022-03-19 12:36:00,971.0,0.0,Completed,Complaint
202,35,2355,2022-07-02 03:32:00,115.0,0.0,Completed,Sales
203,44,1888,2022-01-20 21:59:00,740.0,0.0,Completed,Billing
204,51,1294,2022-10-28 07:39:00,457.0,0.0,Completed,Support
205,26,2760,2022-09-07 00:45:00,209.0,8.0,Dropped,Complaint
206,12,2799,2022-05-19 11:25:00,49.0,29.0,Completed,Billing
207,16,2534,2022-09-17 06:01:00,740.0,34.0,Completed,Inquiry
208,1,2218,2022-01-31 18:36:00,188.0,0.0,Dropped,Inquiry
209,18,2011,2022-05-14 03:55:00,158.0,39.0,Completed,Support
210,34,1734,2022-12-15 07:14:00,276.0,33.0,Completed,Sales
211,8,2861,2022-12-02 00:18:00,858.0,25.0,Completed,Complaint
212,40,1064,2022-05-17 06:43:00,120.0,5.0,Completed,Sales
213,28,863,2022-11-02 04:10:00,423.0,0.0,Completed,Billing
214,37,2810,2022-06-16 10:29:00,279.0,52.0,Dropped,Billing
215,10,613,2022-12-11 10:02:00,,33.0,Dropped,Inquiry
216,35,2952,2022-08-18 21:44:00,159.0,43.0,Completed,Billing
217,4,883,2022-07-05 04:02:00,66.0,12.0,Completed,Inquiry
218,36,1056,2022-09-08 14:17:00,116.0,8.0,Completed,Inquiry
219,42,2659,2022-05-08 02:17:00,600.0,70.0,Completed,Sales
220,6,1561,2022-07-28 15:21:00,66.0,136.0,Dropped,Sales
221,41,2509,2022-10-22 17:54:00,620.0,18.0,Completed,Complaint
222,46,1096,2022-10-15 23:04:00,399.0,36.0,Completed,Sales
223,27,686,2022-05-14 21:38:00,265.0,26.0,Completed,Support
224,14,684,2022-10-17 02:52:00,228.0,0.0,Completed,Sales
225,34,341,2022-03-17 16:16:00,84.0,12.0,Completed,Billing
226,48,1164,2022-11-19 16:47:00,,110.0,Completed,Complaint
227,31,1914,2022-07-18 08:47:00,345.0,1.0,Completed,Sales
228,41,2605,2022-11-13 17:46:00,245.0,32.0,Completed,Support
229,29,1262,2022-09-24 08:31:00,522.0,4.0,Completed,Billing
230,23,1175,2022-12-08 15:49:00,492.0,27.0,Completed,Sales
231,51,1200,2022-06-18 08:46:00,97.0,1.0,Completed,Billing
232,11,2929,2022-10-11 18:54:00,150.0,9.0,Completed,Inquiry
233,51,2843,2022-07-17 23:11:00,454.0,0.0,Dropped,Billing
234,9,1187,2022-03-22 08:37:00,660.0,33.0,Completed,Support
235,10,204,2022-01-17 02:45:00,665.0,15.0,Completed,Billing
236,6,618,2022-01-11 17:20:00,210.0,50.0,Transferred,Sales
237,45,130,2022-08-29 11:30:00,1289.0,27.0,Completed,Inquiry
238,31,744,2022-05-20 22:48:00,749.0,,Transferred,Billing
239,25,1815,2022-06-29 23:28:00,262.0,0.0,Completed,Billing
240,31,1594,2022-08-16 06:30:00,350.0,29.0,Completed,Support
241,17,1972,2022-08-06 14:08:00,547.0,82.0,Completed,Sales
242,21,62,2022-05-02 20:50:00,1031.0,7.0,Transferred,Inquiry
243,10,2830,2022-12-13 01:57:00,98.0,0.0,Completed,Inquiry
244,22,2561,2022-02-13 17:29:00,502.0,38.0,Completed,Billing
245,21,2288,2022-09-10 21:49:00,288.0,77.0,Completed,Billing
246,17,162,2022-12-20 09:16:00,181.0,51.0,Completed,Inquiry
247,23,1326,2022-12-08 01:47:00,769.0,0.0,Completed,Billing
248,29,1212,2022-07-11 18:21:00,387.0,34.0,Completed,Support
249,40,1492,2022-06-23 21:05:00,,63.0,Completed,Sales
250,50,2259,2022-04-23 05:38:00,739.0,12.0,Completed,Support
251,3,532,2022-05-11 01:56:00,,8.0,Completed,Sales
252,43,2007,2022-07-06 08:51:00,703.0,,Dropped,Sales
253,6,1918,2022-02-14 04:48:00,348.0,22.0,Dropped,Support
254,40,1089,2022-01-30 14:27:00,316.0,0.0,Completed,Support
255,47,947,2022-10-08 14:08:00,56.0,37.0,Completed,Inquiry
256,27,433,2022-09-18 15:51:00,241.0,39.0,Dropped,Inquiry
257,26,2068,2022-09-03 18:27:00,1054.0,40.0,Dropped,Inquiry
258,21,1523,2022-10-28 06:13:00,360.0,28.0,Completed,Billing
259,25,2254,2022-07-05 00:31:00,332.0,,Completed,Complaint
260,39,67,2022-04-09 08:47:00,33.0,19.0,Dropped,Support
261,50,2826,2022-07-20 22:42:00,276.0,101.0,Completed,Sales
262,23,640,2022-04-11 18:51:00,692.0,38.0,Completed,Inquiry
263,26,2331,2022-06-08 07:59:00,54.0,0.0,Dropped,Inquiry
264,7,2439,2022-08-07 17:45:00,615.0,53.0,Dropped,Complaint
265,23,1779,2022-10-31 07:14:00,542.0,102.0,Dropped,Support
266,41,2590,2022-10-06 12:26:00,143.0,44.0,Completed,Billing
267,10,207,2022-10-14 02:07:00,221.0,23.0,Completed,Sales
268,10,542,2022-09-02 18:57:00,162.0,82.0,Completed,Inquiry
269,28,2859,2022-04-05 22:28:00,234.0,10.0,Completed,Inquiry
270,40,2148,2022-06-29 07:27:00,87.0,69.0,Completed,Support
271,43,1695,2022-11-05 09:54:00,,7.0,Completed,Billing
272,23,2525,2022-11-19 00:10:00,,13.0,Completed,Billing
273,49,2984,2022-03-04 11:42:00,,60.0,Dropped,Complaint
274,1,1407,2022-03-23 00:43:00,,80.0,Completed,Inquiry
275,34,1060,2022-12-18 17:29:00,160.0,25.0,Completed,Inquiry
276,3,1047,2022-05-05 00:33:00,1190.0,79.0,Completed,Support
277,5,1592,2022-07-17 13:29:00,331.0,44.0,Completed,Sales
278,15,1560,2022-03-14 12:42:00,147.0,0.0,Completed,Sales
279,36,2919,2022-01-16 15:32:00,377.0,13.0,Completed,Support
280,23,2803,2022-09-14 06:07:00,574.0,50.0,Completed,Support
281,41,1056,2022-10-09 22:17:00,128.0,85.0,Completed,Billing
282,22,1610,2022-04-10 22:48:00,245.0,70.0,Completed,Billing
283,27,985,2022-04-22 05:29:00,139.0,71.0,Completed,Billing
284,38,2218,2022-05-28 07:37:00,865.0,0.0,Completed,Billing
285,42,2314,2022-04-26 02:05:00,644.0,58.0,Completed,Billing
286,47,121,2022-08-21 01:28:00,358.0,56.0,Dropped,Complaint
287,10,770,2022-03-19 17:57:00,120.0,40.0,Completed,Inquiry
288,15,2443,2022-06-19 01:41:00,276.0,56.0,Completed,Inquiry
289,31,2917,2022-09-30 07:24:00,65.0,0.0,Completed,Sales
290,49,62,2022-07-16 12:07:00,629.0,0.0,Completed,Billing
291,29,2528,2022-12-23 18:22:00,267.0,40.0,Completed,Inquiry
292,48,1559,2022-08-16 20:16:00,65.0,27.0,Completed,Support
293,34,448,2022-11-25 20:26:00,194.0,21.0,Completed,Support
294,36,1587,2022-02-05 21:30:00,616.0,46.0,Completed,Billing
295,28,1206,2022-02-09 17:16:00,133.0,37.0,Completed,Inquiry
296,8,737,2022-04-09 12:39:00,520.0,42.0,Dropped,Billing
297,30,370,2022-07-02 02:30:00,35.0,65.0,Completed,Support
298,8,2893,2022-11-24 05:48:00,129.0,8.0,Transferred,Inquiry
299,11,1552,2022-10-05 03:35:00,648.0,43.0,Dropped,Billing
300,10,733,2022-02-07 08:42:00,263.0,4.0,Completed,Support
301,9,831,2022-01-03 13:44:00,60.0,0.0,Completed,Support
302,39,2022,2022-06-23 05:13:00,303.0,18.0,Completed,Support
303,16,2242,2022-07-22 12:22:00,135.0,72.0,Completed,Complaint
304,3,596,2022-01-24 14:47:00,44.0,0.0,Completed,Sales
305,12,661,2022-07-27 01:54:00,729.0,47.0,Completed,Sales
306,48,2372,2022-09-20 06:45:00,299.0,65.0,Completed,Support
307,49,1751,2022-02-17 06:39:00,,59.0,Completed,Inquiry
308,14,2851,2022-06-02 05:25:00,40.0,4.0,Transferred,Sales
309,47,2821,2022-07-29 02:57:00,292.0,0.0,Completed,Billing
310,40,2305,2022-12-28 11:09:00,564.0,31.0,Completed,Complaint
311,13,7,2022-03-28 01:49:00,304.0,40.0,Dropped,Sales
312,27,187,2022-09-01 01:26:00,560.0,55.0,Completed,Complaint
313,10,278,2022-08-13 02:42:00,663.0,56.0,Completed,Sales
314,47,2331,2022-01-22 04:51:00,198.0,137.0,Completed,Sales
315,51,146,2022-04-09 20:28:00,144.0,88.0,Completed,Sales
316,48,230,2022-08-06 23:24:00,306.0,,Completed,Complaint
317,51,1449,2022-02-18 05:09:00,699.0,114.0,Completed,Billing
318,37,2481,2022-10-11 16:09:00,329.0,0.0,Dropped,Support
319,18,1696,2022-03-05 04:54:00,298.0,0.0,Completed,Complaint
320,12,460,2022-09-30 11:53:00,245.0,61.0,Completed,Sales
321,33,632,2022-05-19 12:11:00,63.0,19.0,Completed,Support
322,34,2772,2022-04-07 15:24:00,346.0,0.0,Completed,Complaint
323,3,2815,2022-03-05 09:45:00,931.0,89.0,Completed,Support
324,37,1279,2022-06-02 19:19:00,241.0,54.0,Completed,Support
325,18,612,2022-04-25 16:26:00,,25.0,Completed,Complaint
326,36,1305,2022-07-17 08:58:00,164.0,22.0,Completed,Inquiry
327,22,2215,2022-11-20 01:18:00,221.0,21.0,Completed,Support
328,28,1606,2022-05-11 07:57:00,95.0,0.0,Completed,Complaint
329,20,1362,2022-05-25 06:52:00,313.0,0.0,Completed,Sales
330,37,540,2022-03-09 15:49:00,,3.0,Completed,Sales
331,31,950,2022-06-12 23:05:00,31.0,73.0,Completed,Complaint
332,10,1331,2022-11-27 01:41:00,284.0,6.0,Dropped,Complaint
333,50,1428,2022-04-03 18:22:00,245.0,45.0,Completed,Support
334,10,1238,2022-12-02 16:07:00,181.0,22.0,Transferred,Sales
335,5,1396,2022-06-01 15:13:00,57.0,0.0,Dropped,Inquiry
336,45,968,2022-05-07 00:53:00,157.0,40.0,Completed,Inquiry
337,39,1897,2022-08-25 22:23:00,242.0,29.0,Completed,Support
338,44,2443,2022-10-03 21:56:00,393.0,73.0,Completed,Inquiry
339,49,2606,2022-01-01 03:13:00,1510.0,14.0,Completed,Sales
340,13,843,2022-08-19 12:56:00,180.0,3.0,Dropped,Complaint
341,6,2387,2022-01-06 21:53:00,194.0,63.0,Completed,Inquiry
342,4,4,2022-09-19 14:15:00,405.0,22.0,Completed,Complaint
343,46,1568,2022-10-23 15:56:00,310.0,66.0,Completed,Sales
344,24,1709,2022-04-23 08:00:00,960.0,,Completed,Billing
345,47,1994,2022-11-15 00:29:00,546.0,35.0,Dropped,Inquiry
346,28,2553,2022-05-11 22:11:00,378.0,5.0,Completed,Sales
347,39,31,2022-12-29 17:55:00,66.0,0.0,Completed,Complaint
348,3,156,2022-12-18 21:43:00,168.0,0.0,Completed,Inquiry
349,49,1145,2022-12-05 13:21:00,68.0,90.0,Completed,Support
350,44,2596,2022-08-16 13:19:00,52.0,,Completed,Sales
351,37,1358,2022-11-03 13:47:00,55.0,50.0,Completed,Inquiry
352,48,1246,2022-07-09 15:34:00,361.0,23.0,Transferred,Inquiry
353,2,1175,2022-12-19 23:47:00,370.0,77.0,Completed,Complaint
354,18,1053,2022-01-11 08:12:00,33.0,0.0,Completed,Complaint
355,51,719,2022-07-10 05:43:00,333.0,38.0,Completed,Support
356,10,2440,2022-04-23 05:58:00,650.0,60.0,Completed,Billing
357,14,2367,2022-09-09 06:38:00,416.0,32.0,Completed,Sales
358,20,1951,2022-06-20 03:31:00,75.0,0.0,Dropped,Support
359,19,1839,2022-10-06 04:00:00,33.0,0.0,Dropped,Complaint
360,28,2501,2022-07-18 11:51:00,229.0,4.0,Completed,Billing
361,47,2753,2022-05-22 22:34:00,288.0,0.0,Completed,Support
362,5,49,2022-10-27 11:05:00,421.0,59.0,Completed,Billing
363,3,98,2022-03-08 22:47:00,346.0,48.0,Completed,Support
364,46,492,2022-03-04 21:42:00,198.0,63.0,Completed,Billing
365,8,2850,2022-05-15 04:13:00,365.0,0.0,Dropped,Complaint
366,50,1749,2022-08-24 11:53:00,496.0,0.0,Completed,Support
367,17,1085,2022-05-10 13:32:00,207.0,51.0,Completed,Sales
368,7,590,2022-11-11 00:42:00,614.0,49.0,Completed,Support
369,5,2341,2022-07-02 11:29:00,775.0,0.0,Completed,Support
370,43,1600,2022-07-14 00:18:00,291.0,,Completed,Sales
371,31,1787,2022-10-22 02:53:00,169.0,93.0,Completed,Sales
372,8,2324,2022-09-19 08:33:00,379.0,61.0,Completed,Complaint
373,35,1393,2022-02-28 14:05:00,170.0,19.0,Completed,Sales
374,43,783,2022-08-06 15:08:00,76.0,0.0,Completed,Sales
375,48,777,2022-04-12 21:40:00,692.0,0.0,Completed,Inquiry
376,42,1261,2022-12-30 20:36:00,37.0,12.0,Completed,Support
377,22,2954,2022-02-01 04:14:00,341.0,0.0,Dropped,Inquiry
378,10,2374,2022-06-19 15:43:00,52.0,78.0,Completed,Inquiry
379,3,995,2022-04-06 01:18:00,188.0,74.0,Completed,Inquiry
380,11,2421,2022-02-16 13:44:00,309.0,0.0,Completed,Billing
381,28,1382,2022-10-20 17:36:00,166.0,105.0,Dropped,Billing
382,49,187,2022-05-07 07:13:00,75.0,11.0,Completed,Inquiry
383,11,1797,2022-06-27 09:59:00,229.0,30.0,Completed,Billing
384,2,1995,02-28-2022 18:43:00,1027.0,10.0,Dropped,Sales
385,45,1950,2022-04-03 09:36:00,175.0,0.0,Dropped,Inquiry
